,publisher,scores,total,avg_score
994,Electro Source,"[8.6, 8.5, 7.0, 7.2, 5.0, 5.2, 8.0, 8.0, 2.0, 4.2, 4.0, 8.1, 8.0, 8.0, 9.0, 6.0, 6.0, 9.1, 5.0, 8.2, 7.0, 6.0, 8.5, 7.7, 7.0, 5.0, 8.0, 8.0, 3.0, 3.5, 5.0, 8.0, 6.0, 7.0, 7.0, 8.5, 3.5, 7.0, 5.8, 4.0, 7.0, 3.0, 6.0, 4.5, 5.5, 6.0, 3.0, 6.0, 7.0, 5.0, 7.0, 7.0, 6.0, 8.0, 7.0, 9.3, 7.8, 6.0, 7.0, 8.0, 9.0, 5.5, 2.0, 6.0, 2.0, 5.0, 6.0, 5.0, 6.0, 6.0, 5.0, 8.2, 4.5, 8.0, 2.3, 3.0, 6.0, 7.1, 4.0, 6.5, 6.0, 6.0, 6.5, 6.4, 4.0, 8.0, 5.0, 7.5, 6.0, 6.1, 5.0, 5.5, 5.5, 8.0, 8.8, 5.4, 7.0, 8.0, 6.0, 7.6, 8.0, 8.0, 6.0, 6.0, 7.6, 7.8, 7.9, 6.0, 3.5, 8.0, 6.2, 6.0, 5.0, 3.0, 5.0, 4.0, 3.0, 6.0, 6.8, 9.0, 7.3, 8.0, 7.0, 7.2, 2.0, 4.0, 7.0, 4.0, 6.5, 6.0, 7.2, 2.5, 8.0, 4.2, 8.8, 8.8, 8.8, 1.3, 9.2, 7.0, 5.0, 4.0, 3.0, 5.0, 2.0, 8.0, 7.0, 6.1, 6.5, 6.4, 5.0, 4.0, 6.9, 4.5, 5.0, 8.0, 5.6, 6.5, 5.6, 8.0, 3.7, 5.5, 6.0, 8.4, 7.0, 9.3, 8.5, 7.5, 6.0, 7.5, 7.6, 8.0, 8.0, 6.5, 7.0, 7.3, 6.0, 6.0, 7.0, 4.3, 3.0, 3.0, 6.9, 9.6, 7.1, 6.0, 7.1, 5.0, 7.0, 5.0, 3.0, 5.0, 6.5, 7.5, 8.0, 8.0, 8.0, 1.0, 5.7, 5.0, 4.0, 4.0, 6.5, 7.0, 4.0, 1.0, 8.0, 6.0, 5.0, 5.0, 7.0, 5.5, 8.4, 7.0, 6.2, 6.8, 5.8, 4.0, 5.5, 5.2, 5.0, 7.0, 5.4, 9.3, 7.0, 6.5, 3.2, 8.5, 9.2, 5.0, 4.7, 2.0, 7.0, 4.0, 7.8, 6.8, 7.0, 7.5, 8.0, 5.5, 7.0, 7.2, 6.7, 7.9, 6.5, 9.0, 7.0, 7.5, 4.0, 5.8, 7.0, 6.0, 3.0, 4.0, 7.0, 7.0, 5.0, 9.0, 8.0, 7.0, 6.3, 8.0, 5.0, 7.2, 6.4, 8.0, 5.2, 7.5, 8.5, 7.5, 7.0, 3.6, 3.8, 9.0, 6.0, 2.7, 5.7, 6.0, 5.8, 7.0, 6.0, 6.0, 3.0, 3.8, 4.0, 5.0, 6.9, 8.0, 7.5, 9.0, 8.3, 6.0, 6.0, 4.0, 8.0, 7.5, 6.0, 7.9, 3.0, 6.4, 1.0, 6.0, 3.6, 4.5, 3.8, 6.5, 3.0, 6.0, 7.3, 6.9, 7.9, 2.0, 7.1, 9.2, 9.0, 1.0, 6.5, 7.0, 6.7, 8.0, 4.0, 6.9, 7.0, 7.8, 9.1, 8.8, 2.0, 7.8, 8.7, 9.0, 9.0, 8.5, 7.7, 4.2, 5.0, 6.3, 8.0, 5.5, 3.0, 3.6, 6.4, 7.0, 6.0, 8.5, 8.0, 6.5, 3.5, 5.0, 8.0, 8.5, 8.0, 6.0, 1.0, 8.0, 2.0, 8.0, 8.5, 8.5, 8.3, 8.3, 7.5, 8.5, 8.0, 7.2, 7.7, 8.4, 8.0, 8.0, 5.8, 8.1, 6.0, 5.0, 5.7, 8.0, 5.0, 3.6, 7.0, 6.0, 5.0, 6.0, 6.0, 7.8, 8.0, 8.5, 6.0, 6.0, 8.0, 7.9, 6.0, 7.0, 8.2, 6.0, 7.8, 5.8, 5.0, 6.5, 6.0, 6.9, 7.0, 6.2, 7.6, 7.0, 4.5, 7.8, 8.5, 6.0, 3.0, 7.0, 8.8, 7.0, 8.7, 7.3, 6.9, 5.0, 5.0, 8.0, 8.0, 9.0, 6.1, 7.0, 6.5, 5.0, 8.4, 3.0, 4.0, 3.0, 6.8, 5.1, 8.1, 7.0, 5.0, 4.0, 4.9, 7.0, 4.0, 5.0, 8.1, 8.0, 4.0, 5.0, 2.0, 7.5, 8.0, 4.5, 4.5, 8.5, 4.0, 7.9, 8.9, 3.0, 6.5, 2.0, 5.0, 5.5, 7.5, 7.9, 7.5, 8.0, 8.5, 6.0, 4.6, 7.3, 5.0, 7.8, 6.0, 7.5, 4.0, 7.0, 8.0, 6.0, 5.0, 7.5, 6.0, 6.1, 7.0, 4.0, 6.5, 6.5, 5.0, 8.0, 7.5, 5.0, 4.0, 7.1, 5.0, 7.8, 7.0, 7.0, 8.5, 8.5, 8.5, 5.0, 7.5, 7.7, 5.0, 4.0, 8.5, 9.0, 8.5, 8.0, 7.0, 7.0, 7.0, 5.0, 8.0, 5.0, 8.0, 9.0, 3.0, 2.0, 5.0, 7.1, 9.0, 8.0, 9.0, 9.0, 9.1, 4.0, 8.0, 8.6, 9.0, 8.7, 5.2, 8.0, 6.0, 7.5, 3.0, 4.0, 4.0, 6.2, 6.0, 7.0, 8.0, 6.5, 4.0, 6.6, 8.9, 8.0, 5.0, 7.9, 8.0, 8.2, 7.6, 8.4, 3.0, 7.0, 7.0, 7.4, 6.5, 5.0, 7.0, 8.0, 4.0, 8.0, 8.8, 6.3, 3.5, 3.0, 8.0, 7.5, 6.0, 8.0, 8.6, 6.5, 7.0, 8.0, 6.0, 6.0, 7.6, 7.5, 8.3, 7.0, 6.8, 2.0, 7.0, 5.0, 4.0, 4.5, 3.0, 6.4, 4.0, 5.5, 6.0, 6.0, 6.0, 7.2, 9.2, 4.0, 4.0, 5.4, 7.4, 2.0, 4.0, 5.0, 9.0, 5.0, 4.5, 5.8, 8.0, 4.7, 8.3, 5.6, 7.9, 9.2, 7.1, 8.8, 7.0, 8.0, 8.0, 6.0, 8.3, 6.0, 9.0, 8.8, 3.0, 7.1, 6.9, 8.8, 8.5, 7.0, 6.0, 8.0, 9.5, 9.1, 9.4, 8.5, 8.0, 2.0, 8.6, 8.3, 9.2, 3.0, 7.4, 8.0, 8.0, 7.8, 8.8, 6.0, 2.0, 5.8, 3.0, 5.0, 7.8, 8.4, 6.3, 7.0, 3.0, 8.0, 7.4, 7.8, 6.5, 7.8, 6.0, 2.0, 7.1, 7.6, 5.5, 2.5, 4.0, 6.0, 6.0, 6.6, 5.5, 6.6, 6.0, 7.0, 4.0, 7.0, 6.7, 7.0, 6.0, 4.6, 7.0, 5.0, 5.0, 7.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.8, 7.0, 7.0, 8.0, 8.0, 6.6, 8.0, 6.7, 8.0, 6.0, 2.0, 6.5, 7.1, 9.0, 8.0, 5.0, 4.0, 3.0, 5.3, 6.0, 8.8, 5.0, 8.0, 7.0, 4.0, 2.0, 5.0, 8.0, 7.9, 6.8, 7.0, 8.0, 6.9, 5.0, 7.3, 5.0, 4.0, 9.4, 7.4, 5.0, 7.8, 7.0, 6.0, 5.3, 6.0, 5.2, 4.9, 5.0, 5.6, 8.0, 9.0, 4.3, 2.0, 5.5, 5.8, 8.0, 7.5, 7.0, 4.0, 7.0, 7.0, 8.7, 8.8, 4.8, 6.1, 7.3, 6.6, 9.0, 6.1, 2.0, 8.0, 4.0, 8.0, 5.0, 5.0, 7.8, 3.0, 3.0, 7.5, 4.6, 6.5, 8.9, 9.0, 5.2, 8.7, 6.0, 7.7, 7.5, 4.5, 8.3, 8.0, 6.0, 6.1, 8.9, 1.5, 7.0, 9.5, 9.4, 5.0, 9.0, 9.0, 6.0, 8.9, 8.3, 9.2, 8.2, 8.0, 7.0, 5.0, 6.0, 6.0, 8.5, 8.7, 7.1, 7.0, 9.7, 9.2, 6.0, 8.3, 7.0, 6.4, 7.0, 7.0, 7.3, 3.5, 6.0, 4.0, 6.0, 5.0, 6.0, 7.2, 3.1, 7.5, 8.0, 6.0, 9.0, 7.5, 7.5, 9.0, 8.0, 2.5, 8.0, 8.0, 3.0, 4.0, 2.0, 6.5, 5.0, 6.0, 8.1, 7.0, 7.8, 6.8, 7.9, 5.0, 4.0, 6.0, 3.0, 6.8, 6.0, 2.0, 5.0, 5.0, 6.0, 2.2, 6.0, 4.0, 7.3, 3.0, 8.0, 7.0, 8.7, 8.5, 8.0, 5.8, 6.5, 5.2, 5.0, 6.0, 3.0, 6.8, 4.0, 5.0, 6.5, 7.0, 4.5, 8.0, 7.0, 7.0, 8.3, 7.8, 7.0, 7.0, 4.0, 6.5, 7.2, 7.0, 8.5, 8.0, 5.5, 8.0, 4.2, 8.1, 3.4, 7.5, 5.0, 9.0, 8.5, 7.2, 9.0, 5.0, 8.0, 7.5, 8.9, 5.9, 5.9, 7.8, 7.0, 7.0, 3.4, 6.5, 6.5, 5.0, 4.0, 7.0, 5.8, 4.5, 9.0, 4.0, 3.0, 7.0, 5.0, 5.5, 6.0, 8.4, 7.5, 7.0, 5.0, 8.0, 5.5, 5.4, 8.5, 8.5, 8.5, 7.0, 6.5, 3.0, 5.0, 2.0, 6.8, 4.5, 4.0, 6.3, 6.0, 5.0, 3.0, 4.0, 6.1, 3.0, 6.0, 4.0, 6.4, 3.0, 8.9, 8.0, 6.0, 9.2, 7.0, 5.4, 4.0, 6.0, 7.0, 9.0, 9.2, 7.0, 5.0, 7.0, 6.0, 8.0, 8.0, 7.0, 4.5, 6.8, 8.7, 7.5, 9.1, 6.5, 8.6, 4.5, 3.0, 4.0, 7.0, 7.0, 2.0, 8.2, 8.0, 8.6, 5.2, 7.7, 8.0, 9.3, 7.5, 7.0, 8.0, 8.5, 7.5, 5.0, 8.5, 8.0, 5.9, 7.0, 8.0, 7.7, 4.0, 4.0, 8.0, 6.2, 8.4, 5.8, 4.0, 7.5, 4.3, 4.0, 7.0, 9.0, 7.9, 9.0, 5.5, 5.0, 5.0, 3.0, 8.0, 7.5, 7.0, 8.0, 6.0, 7.8, 8.7, 8.4, 6.4, 7.0, 7.0, 4.0, 8.0, 9.0, 8.0, 8.0, 8.8, 5.0, 4.0, 3.5, 8.0, 6.0, 7.5, 8.7, 8.6, 6.0, 9.0, 8.0, 8.2, 8.3, 8.7, 8.0, 8.8, 7.0, 8.9, 6.0, 5.5, 5.0, 3.5, 3.0, 5.0, 6.0, 7.0, 8.0, 8.2, 5.0, 5.9, 8.5, 5.0]",1062,6.382203389830508
995,Appy Entertainment,[8.0],1,8.0
996,BitMonster,[7.0],1,7.0
997,Loki Games,"[4.8, 4.8, 9.0, 9.0, 9.1]",5,7.340000000000001
998,Vivendi Games,"[7.5, 6.5, 5.0, 4.0, 3.3, 8.5, 7.5, 9.4, 8.4, 8.4, 8.5, 3.0, 4.0, 4.0, 7.5, 8.9, 8.4, 7.7, 7.7, 9.0, 6.0, 3.8, 3.8, 7.7, 7.5, 6.1, 7.0, 7.0, 6.9, 7.4, 6.7, 2.0, 6.9, 6.9, 3.2, 6.9, 7.4, 7.4, 7.4, 8.2, 7.8, 7.0, 7.4, 7.4, 7.7, 7.7, 7.3, 9.0, 8.7, 6.8, 5.5, 6.3, 2.0, 4.0, 8.9, 7.2, 7.3, 7.0, 4.7, 7.5, 6.5, 6.4, 4.6, 4.7, 7.0, 4.7, 7.8, 9.2, 9.1, 8.1, 9.0, 6.3, 4.5, 4.5, 4.1, 8.3, 8.3, 8.3, 9.0, 6.7, 8.8, 9.7, 7.0, 9.4, 8.5, 8.0, 8.0, 8.0, 8.0, 8.2, 8.2, 7.8, 7.9, 7.9, 7.5, 5.5, 5.0, 7.9, 5.7, 5.9, 5.9, 8.4, 6.0, 8.0, 7.2, 3.0, 7.2, 7.2, 6.8, 6.3, 6.3, 6.3, 5.9, 5.0, 6.8, 7.8, 8.3, 8.3, 6.6, 5.5, 5.5, 4.0, 4.0, 7.3, 7.5, 5.0, 5.0, 5.0, 4.5, 5.0, 4.5, 6.6, 4.1, 6.5, 7.5, 8.7, 8.7, 8.7, 8.5, 8.7, 3.0, 7.0, 6.2, 6.0, 6.0, 7.0, 7.9, 4.0, 9.0, 8.5, 6.6, 8.2, 8.2, 7.3, 6.0, 6.0, 8.5, 8.8, 6.5, 7.5, 7.5, 7.5, 7.5, 6.0, 8.4, 7.7, 7.1, 4.5, 7.0, 8.1, 6.7, 5.0, 8.5, 7.6, 7.6, 7.6, 5.5, 9.0, 6.0, 2.5, 6.5, 6.5, 8.6, 8.0, 9.3, 9.3, 9.0, 9.1, 8.8, 9.0, 9.1, 8.9, 5.0, 6.5]",194,6.895876288659795
999,Question,[7.8],1,7.8
1000,Riot Games,"[9.2, 8.0, 9.0, 9.0]",4,8.8
1001,Starfish,"[5.5, 3.0, 3.0, 5.5, 7.5, 4.5]",6,4.833333333333333
1002,Punchers Impact,[5.5],1,5.5
1003,Uppercut Games,"[4.0, 8.0, 6.8]",3,6.266666666666667
1004,Square Enix,"[4.0, 7.0, 4.0, 8.0, 7.0, 7.0, 7.0, 9.0, 8.0, 8.6, 7.1, 7.5, 6.0, 9.0, 9.0, 9.0, 7.5, 8.5, 9.0, 9.0, 8.0, 6.8, 7.0, 9.7, 9.1, 8.8, 8.0, 10.0, 7.9, 7.9, 7.9, 6.7, 6.7, 6.7, 9.0, 8.5, 8.7, 5.0, 7.0, 5.8, 5.5, 7.5, 8.0, 6.5, 8.0, 8.0, 4.9, 6.9, 8.3, 9.0, 9.0, 8.0, 8.0, 8.0, 9.2, 7.5, 6.3, 7.9, 3.0, 8.2, 6.7, 7.0, 8.5, 6.7, 9.0, 6.9, 8.9, 7.7, 8.8, 8.9, 8.9, 7.5, 8.5, 6.2, 8.0, 7.5, 8.0, 8.5, 7.9, 7.0, 8.9, 9.0, 8.8, 7.0, 8.8, 10.0, 8.0, 9.0, 8.7, 7.9, 6.3, 4.8, 6.5, 6.5, 7.0, 9.0, 6.5, 6.9, 8.0, 8.0, 9.0, 2.5, 6.2, 6.5, 7.5, 3.0, 8.2, 8.0, 5.8, 8.0, 6.8, 8.4, 8.3, 7.5, 7.8, 9.5, 6.8, 8.0, 6.1, 8.6, 7.0, 8.7, 8.0, 9.0, 9.2, 8.0, 7.0, 9.0, 6.2, 8.5, 6.9, 8.5, 9.0, 9.0, 8.0, 8.0, 8.5, 9.5, 8.2, 7.4, 9.0, 7.2, 9.5, 6.9, 8.8, 7.5, 9.3, 9.5, 8.0, 8.4, 8.9, 8.0, 8.3, 7.0, 8.7, 8.3, 9.5, 8.8, 9.0, 8.0, 8.4, 8.4, 8.6, 9.0, 8.6, 5.5, 9.5, 9.2, 8.2, 9.3, 9.3, 8.8, 6.8, 7.8, 6.0, 6.4, 5.8, 8.1, 7.6, 8.3, 8.0, 7.0, 7.5, 9.0, 7.9, 8.5, 6.0, 7.4, 6.9, 8.3, 8.2, 8.0, 7.5, 7.5, 7.1, 8.7, 8.8, 8.4, 8.0, 5.9, 7.9, 8.8, 6.8, 6.8, 5.5, 6.8, 7.0, 7.0, 7.0, 8.0, 8.5, 6.0, 8.7, 8.5, 8.0, 8.5, 8.4, 7.5, 7.6, 7.0, 8.4, 8.0, 3.0, 8.5, 8.5, 8.5, 8.1, 8.5, 5.5, 3.8, 5.8, 8.3, 7.0, 7.7, 6.9, 7.5, 7.8, 7.8, 6.5, 7.0, 8.0, 6.0, 6.5, 9.0, 7.0, 6.7, 8.2, 8.5, 6.0, 8.0, 6.5, 4.0, 7.0, 7.0, 7.3, 5.5, 7.9, 5.2, 8.1, 7.0, 7.3, 8.9, 8.0, 7.0, 9.3, 7.4, 8.0, 7.0, 7.4, 6.9, 9.3, 5.9, 8.0, 8.0, 7.5, 9.3, 7.0, 7.0, 9.3, 6.5, 7.5, 7.5, 7.6, 7.5, 9.0, 9.0, 9.0, 9.0, 6.8, 6.8, 7.0, 7.0, 7.0, 8.5, 8.5, 7.7, 7.4, 5.8, 8.0, 8.5, 8.0, 9.0, 8.3, 8.4, 6.0, 8.5, 7.3, 8.5, 8.5, 8.0, 8.5, 7.0, 8.7, 6.8, 5.3, 5.5, 5.5, 9.1, 7.8, 9.0, 9.5, 8.9, 6.8, 6.5, 7.7, 9.3, 9.1, 8.0, 9.1, 8.0, 6.6, 9.6, 8.5, 8.5, 8.5, 5.0, 7.0, 9.5, 7.1, 7.1]",340,7.684117647058823
1005,Realtime Worlds,[7.7],1,7.7
1006,MTO,"[5.0, 5.0, 6.5, 6.0]",4,5.625
1007,IGS Games,"[4.5, 5.0]",2,4.75
1008,Paleo Entertainment,[5.0],1,5.0
1009,Pixel Dust Games,[8.0],1,8.0
1010,Full Control Games,[6.7],1,6.7
1011,Remedy,"[9.0, 9.0, 8.0, 8.0, 8.0, 7.5]",6,8.25
1012,Little Orbit,[4.8],1,4.8
1013,Gizmondo,"[7.0, 8.1, 8.1, 8.5, 3.0, 6.7, 6.7, 6.7, 8.0, 5.0, 9.2, 7.0, 8.0, 9.3, 9.4, 4.5, 9.5, 7.0, 8.0]",19,7.352631578947368
1014,SNK Playmore,"[7.0, 4.5, 8.0, 6.0, 6.0, 4.5, 6.8, 7.0, 7.8, 9.0, 7.0, 6.7, 8.0, 8.0, 8.0, 5.0, 7.4, 6.8, 7.0, 8.7, 5.0, 6.5, 6.5, 7.5, 6.8, 7.4, 6.0, 6.1, 7.0, 7.6, 7.9, 7.2, 7.5, 8.5, 9.0, 6.5, 6.0, 7.3, 7.5, 4.8, 7.1, 7.1, 8.0, 8.5, 4.0, 6.2, 7.2, 6.7, 6.9, 3.5, 6.0, 7.4, 6.0, 7.6, 7.8, 7.4, 7.8, 8.0, 7.0, 5.8, 5.3, 6.0]",62,6.856451612903227
1015,Good Better Best,[3.5],1,3.5
1016,Interplay,"[6.0, 9.4, 7.5, 9.4, 8.5, 9.4, 9.0, 7.5, 6.0, 7.5, 6.4, 8.8, 7.0, 6.0, 7.2, 2.5, 5.0, 8.0, 3.0, 7.0, 7.0, 5.0, 4.0, 3.7, 4.0, 5.0, 6.0, 7.0, 9.0, 9.0, 8.8, 7.5, 6.7, 7.0, 4.0, 7.0, 7.3, 6.0, 7.0, 7.0, 7.2, 5.5, 8.9, 8.9, 7.5, 8.3, 8.9, 8.2, 7.8, 9.2, 8.0, 7.2, 7.8, 5.8, 8.7, 6.8, 8.7, 8.8, 8.6, 9.0, 7.0, 7.0, 5.0, 8.4, 5.9, 8.0, 2.0, 8.3, 7.0, 6.8, 7.5, 8.5, 3.7, 8.0, 8.3, 9.4, 8.7, 7.5, 5.0, 6.0, 7.2, 8.5, 9.2, 6.4, 6.0, 3.0, 8.0, 9.2, 5.0, 4.0, 7.5, 4.5, 8.5, 6.6, 4.1, 9.4, 8.0, 7.0, 8.3, 7.8, 8.5, 7.8, 6.2, 6.1, 6.2, 8.0, 8.5, 3.3, 7.0, 8.5, 8.5, 6.0, 7.0, 8.0, 7.7, 7.0, 8.5, 7.8, 5.0, 7.3, 8.0, 8.0, 5.7]",123,7.070731707317074
1017,Xplosiv,"[7.8, 7.8, 7.8, 4.0, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 5.2, 4.0, 8.0]",13,5.046153846153846
1018,Left Behind Games,[5.9],1,5.9
1019,CoolCool,[8.4],1,8.4
1020,Stainless Steel Studios,[8.8],1,8.8
1021,Dire Wolf Digital,[9.0],1,9.0
1022,Bay Tek Games,[5.4],1,5.4
1023,Tetris Online Inc.,[9.0],1,9.0
1024,Serenity Forge,[5.0],1,5.0
1025,Night School,[8.2],1,8.2
1026,Nighthawk Interactive,[6.0],1,6.0
1027,Renegade Kid,"[8.0, 9.1, 8.5, 6.5]",4,8.025
1028,Black Pants Studio,[7.5],1,7.5
1029,Matrix Games,"[6.2, 7.0, 8.0, 7.2, 6.5, 8.5, 7.9, 5.9, 7.9, 8.4, 6.7, 7.0, 7.2, 7.0, 7.9, 8.2, 5.2]",17,7.2176470588235295
1030,Grapefrukt Games,[7.5],1,7.5
1031,Evolved Games,"[7.4, 3.8, 4.0, 5.1, 5.0, 5.0, 5.0, 2.0, 6.3, 6.3, 6.3]",11,5.1090909090909085
1032,Starbreeze AB,"[5.3, 5.0]",2,5.15
